Frase,Categoria
Não fale mal da sua sogra. Me ajude a falar mal da minha. ,Frases de Sogra
Enviuvei e casei com a cunhada para economizar sogra. ,Frases de Sogra
Minha sogra é muito bem esclarecida. Ela sabe reclamar sobre qualquer assunto. ,Frases de Sogra
Em quantas partes divide-se a cabeça de uma sogra? R: Depende da força da cacetada. ,Frases de Sogra
"Quando minha sogra morreu minha mulher perguntou: ""Enterramos ou cremamos?"" Eu respondi: ""Melhor os dois pra garantir."" ",Frases de Sogra
Sogra é o único reptil do mundo que vê novela e faz tricô. ,Frases de Sogra
Sogra não tem problemas no trânsito ... vassoura não engarrafa. ,Frases de Sogra
"Na frase ""Marcos ama sua sogra"", Marcos é um sujeito falso. ",Frases de Sogra
"Que nossas sogras nunca se chamem Esperança, pois a esperança é a última que morre! ",Frases de Sogra
"Em hipótese alguma enterre sua sogra em um cemitério chamado ""Renascer"". ",Frases de Sogra
Aqui jaz a minha sogra: descanso em paz! ,Frases de Sogra
"Minha sogra fala tanto, que quando vai à praia bronzeia até a língua. ",Frases de Sogra
"Minha sogra morreu faz dez anos, mas a morte ainda não teve coragem de vir buscá-la. ",Frases de Sogra
"Sogra não é parente, é acidente. ",Frases de Sogra
Minha sogra caiu do céu! Deu problema na turbina da vassoura dela. ,Frases de Sogra
"Sogra quando morre, enterra-se de bruços. Se ela ressuscitar cava para baixo. ",Frases de Sogra
Seqüestraram a minha sogra! Não aceito negociações! ,Frases de Sogra
Minha sogra é um tesouro. Preciso de um pirata para enterrá-la. ,Frases de Sogra
 A sorte de quem trabalha é diretamente proporcional ao azar do preguiçoso. (Jufras Menhal) ,Frases de Sorte
Não existe sorte. Sorte é quando a preparação encontra oportunidade. ,Frases de Sorte
A sorte tem um hábito peculiar de favorecer aqueles que não dependem dela. ,Frases de Sorte
"Eu acredito demais na sorte. E tenho constatado que, quanto mais duro eu trabalho, mais sorte eu tenho. (Thomas Jefferson?) ",Frases de Sorte
Felicidade é a combinação de sorte com escolhas bem feitas. (Martha Medeiros) ,Frases de Sorte
A única coisa segura sobre a sorte é que ela mudará. (Bret Harte) ,Frases de Sorte
A sorte respeita os valentes e oprime os covardes. (Sêneca) ,Frases de Sorte
"O destino não é uma questão de sorte, é uma questão de escolha. Não é algo a se esperar, é algo a se conquistar. (William Jennings Bryan?) ",Frases de Sorte
Eu acredito na sorte. De que outra maneira você pode explicar o sucesso daqueles que você não gosta? (Jean Cocteau) ,Frases de Sorte
"Se pé de coelho desse sorte, o coelho ainda estaria vivo! ",Frases de Sorte
"Uma pessoa não procura a sorte, é a sorte que procura a pessoa. (Provérbio Turco) ",Frases de Sorte
O dia que você decide fazer é seu dia de sorte. (Provérbio Japonês) ,Frases de Sorte
"Com sorte você atravessa o mundo, sem sorte você não atravessa a rua. (Nelson Rodrigues?) ",Frases de Sorte
A sorte nunca fez um homem sábio. (Sêneca) ,Frases de Sorte
"A sorte nunca dá, ela apenas empresta. (Provérbio Sueco) ",Frases de Sorte
Homens fracos acreditam na sorte. Homens fortes acreditam em causa e efeito. (Ralph Waldo Emerson) ,Frases de Sorte
Em dia de Finados acordar é a sorte do dia. ,Frases de Sorte
"A sorte bate em cada porta uma vez na vida, mas, em muitos casos, a pessoa está se divertindo por aí e não a ouve. (Mark Twain?) ",Frases de Sorte
Sorte é tenacidade de propósito. (Elbert Hubbard) ,Frases de Sorte
"Quando a sorte chega à sua casa, ofereça-lhe uma poltrona. (Ditado alsaciano) ",Frases de Sorte
"Nem todas as flores tem a mesma sorte, umas enfeitam a vida e outras enfeitam a morte. ",Frases de Sorte
"Se ferradura desse sorte, burro não puxava carroça. ",Frases de Sorte
Tente a sua sorte! A vida é feita de oportunidades. O homem que vai mais longe é quase sempre aquele que tem coragem de arriscar. (Dale Carnegie) ,Frases de Sorte
Muita sorte é azar. (Provérbio Alemão) ,Frases de Sorte
Eu tenho tanta sorte quanto um trevo de três folhas. ,Frases de Sorte
"Julgo poder ser verdadeiro o fato de a sorte ser árbitro de metade das nossas ações, mas que, mesmo assim, ela permite-nos governar a outra metade ou parte dela. (Maquiavel) ",Frases de Sorte
 O azar costuma se dar muito bem com os acomodados. ,Frases de Azar
Algumas pessoas ainda confundem uma decisão errada com azar. ,Frases de Azar
O azarado não tem outra medicina que não a esperança. (William Shakespeare) ,Frases de Azar
"O homem tem mil planos para si mesmo. O azar, apenas um para cada um. (Mêncio) ",Frases de Azar
"Para um homem azarado, não tomar iniciativa é sempre o melhor. (Públio Siro) ",Frases de Azar
Apenas aqueles que nada esperam do azar são donos do destino. (Matthew Arnold) ,Frases de Azar
"Quando a prudência se faz presente, o motivo para se usar a palavra azar resume-se ao nada, de onde ela deveria permanecer. (Ivan Teorilang) ",Frases de Azar
"Azar é uma palavra vazia de sentido, nada pode existir sem causa. (Voltaire) ",Frases de Azar
"Verdadeiramente, o azar tem muito poder sobre nós, posto que, se vivemos, é por azar. (Sêneca) ",Frases de Azar
O azar é quase sempre favorável ao homem prudente. (Petrus Jacobus Joubert) ,Frases de Azar
"Os azares da vida são tais, que toda eventualidade se faz possível. (André Maurois) ",Frases de Azar
O azar favorece a uma mente bem treinada. (Louis Pasteur) ,Frases de Azar
O azar apenas favorece a quem sabe cortejá-lo. (Charles Nicolle) ,Frases de Azar
Dizer-se feliz é provocar o azar. (Públio Siro) ,Frases de Azar
Muitas vezes o azar acontece entre a boca e a comida. ,Frases de Azar
"Quando não se tem sorte, se tem azar! ",Frases de Azar
A sorte de quem trabalha é diretamente proporcional ao azar do preguiçoso. (Jufras Menhal) ,Frases de Azar
 Ninguém te torna nervoso. É você quem decide usar a raiva como resposta. ,Frases de Raiva
"Tudo o que começa com raiva, acaba em vergonha. (Benjamim Franklin?) ",Frases de Raiva
Muito mais dolorosas são as consequências da raiva do que suas causas. (Marco Aurélio) ,Frases de Raiva
A raiva é um veneno que bebemos esperando que os outros morram. (William Shakespeare?) ,Frases de Raiva
"Reagir com raiva costuma não dar certo. Sem ódio, agimos de modo mais eficaz. (Dalai Lama) ",Frases de Raiva
A raiva reside apenas no peito dos tolos. (Albert Einstein) ,Frases de Raiva
Sentir raiva é vingar-se das falhas dos outros em si próprio. (Alexander Pope?) ,Frases de Raiva
"É sábio direcionar sua raiva para problemas, não para pessoas. Focalizar suas energias em respostas, não em desculpas. (William Arthur Ward) ",Frases de Raiva
"A cada minuto que passamos com raiva, perdemos sessenta felizes segundos. (Somerset Maugham?) ",Frases de Raiva
"A raiva é uma grande força. Se você controlá-la, pode ser transformada em um poder que pode mover o mundo inteiro. (William Shenstone) ",Frases de Raiva
A raiva reprimida pode envenenar uma relação tão certamente quanto as palavras mais cruéis. (Dr. Joyce Brothers) ,Frases de Raiva
"O medo é o caminho para o lado negro. O medo leva a raiva, a raiva leva ao ódio, o ódio leva ao sofrimento. (Mestre Yoda) ",Frases de Raiva
A raiva passa com o tempo. (Ovídio) ,Frases de Raiva
A raiva e a intolerância são as inimigas gêmeas da compreensão correta. (Mahatma Gandhi) ,Frases de Raiva
"A raiva não pode ser superada pela raiva. Se uma pessoa demonstra raiva de você, e você mostrar raiva em troca, o resultado é um desastre. (Dalai Lama?) ",Frases de Raiva
"Aprende que quando está com raiva tem o direito de estar com raiva, mas isso não te dá o direito de ser cruel. (William Shakespeare) ",Frases de Raiva
A raiva é um ladrão que rouba os bons momentos. (Joan Lunden) ,Frases de Raiva
Uma boa raiva produz um excelente discurso. (Ralph Waldo Emerson?) ,Frases de Raiva
"Um homem enraivecido está sempre cheio de veneno. Se não encontrar onde derramar, irá derramar dentro de si mesmo. (Confúcio) ",Frases de Raiva
Raiva é quando o cachorro que mora em você mostra os dentes. (Adriana Falcão?) ,Frases de Raiva
 A solidariedade é o sentimento que melhor expressa o respeito pela dignidade humana. (Franz Kafka) ,Frases de Solidariedade
Entendo que solidariedade é enxergar no próximo as lágrimas nunca choradas e as angústias nunca verbalizadas. (Augusto Cury?) ,Frases de Solidariedade
A verdadeira solidariedade começa onde não se espera nada em troca. (Antoine de Saint-Exupéry) ,Frases de Solidariedade
A felicidade de grandes homens consiste em levar amor e solidariedade a quem nessecita. ,Frases de Solidariedade
A solidariedade converte em direito o que a caridade dá como favor. (José Ingenieros) ,Frases de Solidariedade
Aprendi que um homem só tem o direito de olhar um outro de cima para baixo para ajudá-lo a levantar-se. (Gabriel García Marquez?) ,Frases de Solidariedade
A solidariedade é contagiosa. Contagie e se deixe contagiar. ,Frases de Solidariedade
Não existe outra via para a solidariedade humana senão a procura e o respeito da dignidade individual. (Pierre Lecomte Du Nouy) ,Frases de Solidariedade
Solidariedade é o amor em movimento. (Guiomar de Oliveira Albanesi) ,Frases de Solidariedade
"Os únicos bens duráveis, imutáveis e sem preço, são o afeto e a solidariedade que se sentem pelas pessoas queridas. (Isabel Vieira) ",Frases de Solidariedade
"Estime a solidariedade. Você não poderá viver sem os outros, embora na maioria dos casos os outros possam viver sem você. ",Frases de Solidariedade
"Fazer o bem faz bem, independente do reconhecimento. A solidariedade não comporta vaidades pessoais. (Ana Stoppa) ",Frases de Solidariedade
"É isso que eu sou, solidão e solidariedade. (Panait Istrati) ",Frases de Solidariedade
"Nunca compreendi a solidariedade. Aceitei-a como artigo de fé tradicional. Se tivéssemos coragem de a afastar completamente, livrar-nos-íamos do peso que incomoda a nossa personalidade. (Henrik Ibsen?) ",Frases de Solidariedade
"Se temos de esperar, que seja para colher a semente boa que lançamos hoje no solo da vida. Se for para semear, então que seja para produzir milhões de sorrisos, de solidariedade e amizade. (Cora Coralina?) ",Frases de Solidariedade
Está se sentindo vazio? Preencha esse espaço com solidariedade. Saia desse buraco. Há muita gente precisando de você. (Gabriel Chalita) ,Frases de Solidariedade
"Eu não acredito em caridade. Eu acredito em solidariedade. Caridade é tão vertical, vai de cima para baixo. Solidariedade é horizontal, respeita a outra pessoa e aprende com o outro. A maioria de nós tem muito o que aprender com as outras pessoas. (Eduardo Galeano) ",Frases de Solidariedade
" Precisamos ser pacientes, mas não ao ponto de perder o desejo. Devemos ser ansiosos, mas não ao ponto de não sabermos esperar. (Max Lucado?) ",Frases de Ansiedade
"Nossa ansiedade não esvazia o sofrimento do amanhã, mas apenas esvazia a força do hoje. (Charles Haddon Spurgeon) ",Frases de Ansiedade
A ansiedade e o medo envenenam o corpo e o espírito. (George Bernard Shaw) ,Frases de Ansiedade
"Não tenha pressa, fique despreocupado. O que é seu está guardado e encontrará um caminho até chegar a você. ",Frases de Ansiedade
A ansiedade faz toda esperança parecer angustiante. (João Paulo Diniz) ,Frases de Ansiedade
A ansiedade é o resultado da propulsão de viver o momento seguinte. ,Frases de Ansiedade
Ansiedade é apenas insegurança. ,Frases de Ansiedade
Ansiedade é a diferença entre o tempo do querer de Deus e o tempo do nosso próprio querer. (Berg Brandt) ,Frases de Ansiedade
A luta ansiosa pela felicidade é o que dá infelicidade a muita gente. (Hermógenes) ,Frases de Ansiedade
Um pedaço de pão comido em paz é melhor do que um banquete comido com ansiedade. (Esopo) ,Frases de Ansiedade
Nada é tão lamentável e nocivo como antecipar desgraças. (Sêneca?) ,Frases de Ansiedade
Vivo um dia de cada vez. Não consigo colocar dois dias juntos. (Ennio Flaiano) ,Frases de Ansiedade
Infelizes aqueles que na ânsia de prosperar atropelam os outros. (Zíbia Gasparetto) ,Frases de Ansiedade
Tudo fica mais doce sem a ansiedade da felicidade. (Tati Bernardi) ,Frases de Ansiedade
 Violência gera violência. ,Frases de Violência
"A violência é sempre terrível, mesmo quando a causa é justa. (Friedrich Schiller?) ",Frases de Violência
"A violência, seja qual for a maneira como ela se manifesta, é sempre uma derrota. (Jean Paul Sartre) ",Frases de Violência
A violência é o último refúgio do incompetente. (Isaac Asimov) ,Frases de Violência
A violência é uma questão de poder. As pessoas se tornam violentas quando se sentem impotentes. (Andrew Schneider) ,Frases de Violência
A violência não existe para quem tem paz no coração. ,Frases de Violência
"A violência leva à violência, e justifica-a. (Theophile Gautier?) ",Frases de Violência
"Na violência, esquecemos quem somos. (Mary McCarthy) ",Frases de Violência
"Vivemos num mundo onde nos escondemos para fazer amor, enquanto a violência é praticada em plena luz do dia. (John Lennon?) ",Frases de Violência
A violência é arma dos mediocres. ,Frases de Violência
"Eu sou contra a violência porque parece fazer bem, mas o bem só é temporário; o mal que faz é que é permanente. (Mahatma Gandhi?) ",Frases de Violência
"A violência não é força, mas fraqueza, nem nunca poderá ser criadora de coisa alguma, apenas destruidora. (Benedetto Croce?) ",Frases de Violência
"A violência destrói o que ela pretende defender: a dignidade da vida, a liberdade do ser humano. (João Paulo II) ",Frases de Violência
